#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
832,J1538-5438,325.645,0.679,0.276726,1.42e-15,3.613681,136.90,*,*,*,*,3.60,3.60,3.08e+06,2.65e+33,*
833,J1538-5519,325.219,0.134,0.395731,4.10e-17,2.526971,611.00,*,*,*,*,9.70,9.70,1.53e+08,2.61e+31,*
834,J1538-5551,324.912,-0.299,0.104675,3.21e-15,9.553387,603.00,*,*,*,*,10.40,10.40,5.17e+05,1.10e+35,*
835,J1538-5621,324.608,-0.703,1.908494,7.31e-15,0.523973,150.00,*,*,*,*,3.76,3.76,4.14e+06,4.15e+31,*
836,J1538-5638,324.378,-0.871,0.843980,7.12e-15,1.184862,546.00,*,*,*,*,12.94,12.94,1.88e+06,4.68e+32,*
837,J1538-5732,323.865,-1.617,0.341213,4.55e-15,2.930722,152.70,*,*,*,*,3.88,3.88,1.19e+06,4.52e+33,*
838,J1538-5750,323.672,-1.843,0.506568,4.20e-17,1.974067,91.00,*,*,*,*,2.41,2.41,1.91e+08,1.28e+31,*
839,J1539-4828,329.428,5.541,1.272842,1.27e-15,0.785644,117.00,*,*,*,*,3.74,3.74,1.59e+07,2.43e+31,*
840,J1539-5521,325.256,0.077,1.004958,7.28e-16,0.995066,380.00,*,*,*,*,6.84,6.84,2.19e+07,2.83e+31,*
841,B1535-56,324.621,-0.806,0.243392,4.85e-15,4.108595,175.88,*,*,*,*,4.00,4.00,7.95e+05,1.33e+34,*
842,J1539-6322,320.488,-6.390,1.630846,2.02e-16,0.613179,163.50,*,*,*,*,7.75,7.75,1.28e+08,1.83e+30,*
843,J1540-5736,324.109,-1.891,0.612916,4.21e-16,1.631544,304.50,*,*,*,*,8.17,8.17,2.31e+07,7.21e+31,*
844,J1541-42,333.514,10.214,*,*,*,60.00,*,*,*,*,2.07,2.07,*,*,*
845,J1541-5535,325.424,-0.337,0.295838,7.50e-14,3.380233,428.00,*,*,*,*,7.46,7.46,6.25e+04,1.14e+35,*
846,J1542-5034,328.568,3.577,0.599245,3.97e-15,1.668766,91.00,*,*,*,*,2.58,2.58,2.39e+06,7.28e+32,*
847,J1542-5133,327.913,2.827,1.783865,5.89e-16,0.560581,186.00,*,*,*,*,4.87,4.87,4.80e+07,4.09e+30,*
848,J1542-5303,327.073,1.578,1.207568,7.78e-14,0.828111,265.70,*,*,*,*,6.02,6.02,2.46e+05,1.74e+33,*
849,B1540-06,0.566,36.608,0.709064,8.80e-16,1.410310,18.38,*,*,*,*,1.27,1.27,1.28e+07,9.74e+31,17.464
850,B1541+09,17.811,45.775,0.748448,4.32e-16,1.336097,35.01,*,*,*,*,5.90,2.61,2.74e+07,4.07e+31,8.133
851,J1543-5013,328.925,3.725,0.644255,1.01e-14,1.552180,211.00,*,*,*,*,6.76,6.76,1.01e+06,1.50e+33,*
852,J1543-5149,327.921,2.479,0.002057,1.62e-20,486.154232,50.93,ELL1,8.0608,6.4803,He[kjb+12],1.46,1.46,2.02e+09,7.33e+34,5.873
853,J1543-5459,326.024,-0.044,0.377119,5.20e-14,2.651686,345.70,*,*,*,*,6.32,6.32,1.15e+05,3.83e+34,*
854,J1544+4937,79.172,50.166,0.002159,2.93e-21,463.115536,23.23,ELL1,0.1208,0.0329,UL[brr+13],2.30,2.30,1.17e+10,1.15e+34,*
855,B1541-52,327.271,1.320,0.178554,6.07e-17,5.600553,35.16,*,*,*,*,1.29,1.29,4.66e+07,4.21e+32,*
856,J1545-4550,331.892,6.988,0.003575,5.25e-20,279.697699,68.39,BT,6.2031,3.8469,He[bbb+13],2.01,2.01,1.08e+09,4.54e+34,*
857,J1546-3747A,337.023,13.268,0.002606,*,383.778121,92.17,BT,1.3467,1.3833,*,7.66,7.66,*,*,*
858,J1546-5302,327.470,1.301,0.580840,1.18e-14,1.721645,287.00,*,*,*,*,6.10,6.10,7.80e+05,2.38e+33,*
859,J1546-59,323.791,-3.390,0.007800,*,128.205128,168.30,*,*,*,*,4.67,4.67,*,*,*
860,J1547-0944,358.314,33.573,1.576925,2.94e-15,0.634146,37.42,*,*,*,*,3.18,3.18,8.50e+06,2.96e+31,*
861,J1547-5750,324.663,-2.601,0.647198,2.56e-17,1.545123,148.00,*,*,*,*,3.91,3.91,4.01e+08,3.72e+30,*
862,J1547-5839,324.167,-3.243,0.242190,5.94e-16,4.128984,222.30,*,*,*,*,7.19,7.19,6.46e+06,1.65e+33,*
863,J1548-4821,330.649,4.753,0.145655,8.00e-19,6.865552,126.00,*,*,*,*,3.76,3.76,2.88e+09,1.02e+31,*
864,J1548-4927,329.956,3.900,0.602738,4.05e-15,1.659095,141.20,*,*,*,*,3.89,3.89,2.36e+06,7.30e+32,*
865,J1548-5607,325.858,-1.359,0.170934,1.07e-14,5.850211,315.50,*,*,*,*,6.95,6.95,2.52e+05,8.49e+34,*
866,J1549+2113,34.625,49.129,1.262471,8.54e-16,0.792097,24.80,*,*,*,*,2.33,2.33,2.34e+07,1.68e+31,*
867,J1549-4848,330.494,4.304,0.288347,1.41e-14,3.468047,55.98,*,*,*,*,1.54,1.54,3.24e+05,2.32e+34,*
868,J1549-57,325.127,-2.354,0.737500,*,1.355932,17.70,*,*,*,*,0.91,0.91,*,*,*
869,J1549-5722,325.198,-2.420,0.497772,4.70e-17,2.008950,102.00,*,*,*,*,2.93,2.93,1.68e+08,1.50e+31,*
870,J1550-5242,328.144,1.198,0.749659,1.78e-14,1.333940,337.70,*,*,*,*,6.67,6.67,6.68e+05,1.67e+33,*
871,J1550-5317,327.780,0.737,1.421124,9.35e-16,0.703668,600.00,*,*,*,*,8.45,8.45,2.41e+07,1.29e+31,*
872,J1550-5418,327.237,-0.132,2.069833,2.32e-11,0.483131,830.00,*,*,*,*,4.00,9.74,1.41e+03,1.03e+35,9.244
873,J1551-0658,1.494,34.765,0.007090,*,141.043724,21.60,*,*,*,*,1.46,1.46,*,*,*
874,J1551-4424,333.610,7.454,0.674060,1.88e-16,1.483547,66.50,*,*,*,*,1.98,1.98,5.68e+07,2.42e+31,*
875,J1551-5310,328.034,0.669,0.453394,1.95e-13,2.205586,493.00,*,*,*,*,7.52,7.52,3.68e+04,8.27e+34,*
876,J1552-4937,330.342,3.372,0.006284,1.90e-20,159.126424,114.19,*,*,*,*,3.36,3.36,5.24e+09,3.02e+33,13.342
877,J1552-62,322.391,-6.427,0.198800,*,5.030181,120.00,*,*,*,*,4.30,4.30,*,*,*
878,B1550-54,327.186,-0.901,1.081328,1.57e-14,0.924789,210.00,*,*,*,*,4.80,4.80,1.09e+06,4.89e+32,*
879,J1554-5209,329.006,1.194,0.125230,2.29e-15,7.985335,130.80,*,*,*,*,3.44,3.44,8.65e+05,4.61e+34,*
880,J1554-5512,327.087,-1.175,3.418039,3.12e-14,0.292565,450.00,*,*,*,*,8.05,8.05,1.74e+06,3.08e+31,*
881,J1555-0515,3.973,34.969,0.975410,2.05e-15,1.025210,23.46,*,*,*,*,1.66,1.66,7.52e+06,8.74e+31,*
882,B1552-23,348.441,22.500,0.532578,6.94e-16,1.877660,51.90,*,*,*,*,4.61,4.61,1.22e+07,1.81e+32,*
883,B1552-31,342.699,16.757,0.518110,6.22e-17,1.930093,73.05,*,*,*,*,6.10,6.10,1.32e+08,1.77e+31,*
884,J1556-5358,328.117,-0.436,0.994681,1.04e-14,1.005348,436.00,*,*,*,*,6.96,6.96,1.51e+06,4.18e+32,*
885,J1557-4258,335.273,7.952,0.329187,3.30e-16,3.037788,144.50,*,*,*,*,7.53,7.53,1.58e+07,3.65e+32,*
886,J1558-5419,328.100,-0.870,0.594575,6.04e-15,1.681873,657.00,*,*,*,*,9.09,9.09,1.56e+06,1.13e+33,*
887,J1558-5756,325.731,-3.604,1.122342,1.86e-13,0.890994,127.80,*,*,*,*,3.74,3.74,9.54e+04,5.21e+33,*
888,J1559-44,9.817,37.460,1.169890,*,0.854781,122.00,*,*,*,*,3.38,3.38,*,*,*
889,B1556-44,334.540,6.367,0.257056,1.02e-15,3.890201,56.10,*,*,*,*,2.30,1.58,4.00e+06,2.37e+33,13.238
890,B1555-55,327.238,-2.024,0.957242,2.05e-14,1.044667,212.90,*,*,*,*,5.09,5.09,7.41e+05,9.22e+32,*
891,J1600-3053,344.090,16.451,0.003598,9.50e-21,277.937707,52.32,DD,14.3485,8.8017,He[jbo+07],1.80,2.67,6.00e+09,8.05e+33,7.288
892,B1557-50,330.690,1.631,0.192601,5.06e-15,5.192075,260.56,*,*,*,*,6.90,5.66,6.03e+05,2.80e+34,*
893,B1556-57,325.971,-3.697,0.194454,2.13e-15,5.142592,176.55,*,*,*,*,5.32,5.32,1.45e+06,1.14e+34,*
894,J1600-5916,325.057,-4.798,1.247666,8.87e-16,0.801496,177.00,*,*,*,*,6.54,6.54,2.23e+07,1.80e+31,*
895,J1601-50,330.985,1.846,0.860777,*,1.161741,59.00,*,*,*,*,1.54,1.54,*,*,*
896,J1601-5244,329.448,0.065,2.559357,7.21e-16,0.390723,273.00,*,*,*,*,5.14,5.14,5.63e+07,1.70e+30,*
897,J1601-5335,328.935,-0.628,0.288457,6.24e-14,3.466727,194.60,*,*,*,*,4.04,4.04,7.33e+04,1.03e+35,*
898,J1602-4957,331.374,2.070,0.819990,1.59e-14,1.219527,319.00,*,*,*,*,6.83,6.83,8.15e+05,1.14e+33,*
899,B1558-50,330.688,1.286,0.864227,6.96e-14,1.157103,170.93,*,*,*,*,8.00,3.80,1.97e+05,4.26e+33,*
900,J1603-2531,348.375,19.985,0.283070,1.59e-15,3.532690,53.76,*,*,*,*,4.60,4.60,2.82e+06,2.77e+33,*
901,B1600-27,347.126,18.767,0.778313,3.01e-15,1.284830,46.20,*,*,*,*,2.58,2.58,4.10e+06,2.52e+32,*
902,J1603-3539,341.218,12.526,0.141909,1.24e-16,7.046790,77.50,*,*,*,*,3.83,3.83,1.81e+07,1.72e+33,*
903,J1603-5657,326.884,-3.309,0.496077,2.79e-15,2.015816,264.07,*,*,*,*,8.52,8.52,2.81e+06,9.04e+32,*
904,J1603-7202,316.630,-14.496,0.014842,1.56e-20,67.376581,38.05,ELL1,6.3086,6.8807,CO(?)[ts99a],0.53,1.64,1.50e+10,1.89e+32,7.732
905,J1604-44,335.142,5.744,1.400000,*,0.714286,*,*,*,*,*,*,*,*,*,*
906,J1604-4718,333.399,3.814,0.527466,4.96e-15,1.895857,52.00,*,*,*,*,1.48,1.48,1.68e+06,1.33e+33,*
907,B1600-49,332.152,2.442,0.327418,1.02e-15,3.054204,140.80,*,*,*,*,3.59,3.59,5.09e+06,1.15e+33,30.017
908,J1604-7203,316.670,-14.554,0.341403,8.40e-17,2.929090,54.37,*,*,*,*,2.56,2.56,6.44e+07,8.33e+31,*
909,J1605+3249,52.880,47.992,6.880000,*,0.145349,*,*,*,*,*,*,*,*,*,144.184
910,J1605-5215,330.201,0.031,1.013609,4.75e-15,0.986574,532.00,*,*,*,*,7.06,7.06,3.38e+06,1.80e+32,*
911,B1601-52,329.732,-0.484,0.658013,2.56e-16,1.519727,35.10,*,*,*,*,1.28,1.28,4.07e+07,3.55e+31,*
912,B1604-00,10.715,35.466,0.421816,3.06e-16,2.370701,10.68,*,*,*,*,0.61,0.61,2.18e+07,1.61e+32,7.071
913,J1607-5140,330.884,0.213,0.342723,2.54e-15,2.917810,533.00,*,*,*,*,7.01,7.01,2.14e+06,2.49e+33,*
914,J1607-6449,321.953,-9.486,0.298116,2.49e-17,3.354395,89.39,*,*,*,*,3.82,3.82,1.90e+08,3.71e+31,*
915,J1609-1930,354.073,23.178,1.557917,5.09e-16,0.641883,37.00,*,*,*,*,2.33,2.33,4.85e+07,5.31e+30,*
916,J1609-4616,334.760,3.986,0.249609,5.01e-16,4.006267,150.10,*,*,*,*,4.12,4.12,7.89e+06,1.27e+33,*
917,J1609-5158,330.867,-0.179,1.279402,1.30e-14,0.781615,1069.00,*,*,*,*,12.73,12.73,1.56e+06,2.44e+32,*
918,B1607-13,359.427,26.949,1.018393,2.30e-16,0.981939,49.13,*,*,*,*,3.89,3.89,7.02e+07,8.59e+30,*
919,J1610-17,355.611,24.110,*,*,*,52.50,*,*,*,*,4.31,4.31,*,*,*
920,J1610-5006,332.278,1.050,0.481119,1.36e-14,2.078488,416.00,*,*,*,*,6.59,6.59,5.59e+05,4.83e+33,*
921,J1610-5303,330.212,-1.061,0.786468,2.62e-15,1.271508,380.10,*,*,*,*,6.60,6.60,4.77e+06,2.12e+32,*
922,J1611-01,10.447,34.161,1.296870,*,0.771087,27.21,*,*,*,*,2.30,2.30,*,*,*
923,J1611-4811,333.621,2.421,1.296850,1.95e-15,0.771099,221.00,*,*,*,*,5.41,5.41,1.05e+07,3.53e+31,*
924,J1611-4949,332.590,1.140,0.666438,5.42e-16,1.500515,556.80,*,*,*,*,8.82,8.82,1.95e+07,7.23e+31,*
925,B1607-52,330.923,-0.482,0.182492,5.17e-15,5.479702,127.57,*,*,*,*,3.33,3.33,5.60e+05,3.36e+34,*
926,J1611-5847,326.465,-5.409,0.354550,2.01e-18,2.820474,79.90,*,*,*,*,2.33,2.33,2.79e+09,1.78e+30,*
927,J1612+2008,35.518,43.743,0.426646,3.73e-17,2.343864,19.54,*,*,*,*,1.43,1.43,1.81e+08,1.89e+31,*
928,J1612-2408,351.011,19.446,0.923834,1.57e-15,1.082446,49.00,*,*,*,*,3.12,3.12,9.30e+06,7.88e+31,*
929,J1612-49,332.985,1.295,0.192687,*,5.189759,439.00,*,*,*,*,7.18,7.18,*,*,*
930,J1612-5136,331.400,-0.187,0.483311,3.78e-15,2.069063,1173.00,*,*,*,*,18.18,18.18,2.02e+06,1.32e+33,*
931,J1612-55,328.992,-2.776,0.846907,*,1.180767,312.00,*,*,*,*,8.42,8.42,*,*,*
932,J1612-5805,327.008,-4.952,0.615520,9.35e-16,1.624641,171.30,*,*,*,*,6.29,6.29,1.04e+07,1.58e+32,*
933,B1609-47,334.573,2.835,0.382376,6.32e-16,2.615227,161.20,*,*,*,*,3.89,3.89,9.59e+06,4.46e+32,*
934,J1613-5211,331.197,-0.784,0.457502,1.92e-14,2.185784,360.10,*,*,*,*,6.14,6.14,3.77e+05,7.93e+33,*
935,J1613-5234,330.962,-1.088,0.655221,6.63e-15,1.526204,624.00,*,*,*,*,9.94,9.94,1.57e+06,9.30e+32,*
936,B1612+07,20.633,38.163,1.206801,2.36e-15,0.828637,21.39,*,*,*,*,1.77,1.77,8.10e+06,5.30e+31,*
937,J1614-2230,352.636,20.192,0.003151,9.62e-21,317.378942,34.49,ELL1,8.6866,11.2912,CO[dpr+10],0.70,1.77,5.19e+09,1.21e+34,32.411
938,J1614-23,351.956,19.791,0.033500,*,29.850746,52.00,*,*,*,*,3.88,3.88,*,*,*
939,J1614-38,340.633,8.791,0.464100,*,2.154708,110.00,*,*,*,*,4.78,4.78,*,*,*
940,J1614-3937,340.004,8.206,0.407292,1.59e-16,2.455239,152.44,*,*,*,*,10.10,10.10,4.07e+07,9.26e+31,*
941,B1610-50,332.206,0.172,0.231694,4.95e-13,4.316041,582.80,*,*,*,*,7.24,7.24,7.42e+03,1.57e+36,*
942,J1614-5144,331.619,-0.576,1.534008,7.44e-15,0.651887,748.00,*,*,*,*,9.56,9.56,3.27e+06,8.14e+31,*
943,J1614-5402,330.040,-2.247,0.572592,2.90e-17,1.746443,300.00,*,*,*,*,6.96,6.96,3.13e+08,6.10e+30,*
944,B1612-29,347.387,15.056,2.477568,1.58e-15,0.403622,44.79,*,*,*,*,1.88,1.88,2.48e+07,4.11e+30,*
945,J1615-5444,329.578,-2.768,0.360958,3.38e-16,2.770408,312.60,*,*,*,*,8.40,8.40,1.69e+07,2.83e+32,*
946,B1611-55,329.039,-3.464,0.791526,2.00e-15,1.263383,124.48,*,*,*,*,3.57,3.57,6.27e+06,1.59e+32,*
947,J1616-5017,332.827,0.289,0.491384,4.66e-14,2.035068,194.00,*,*,*,*,3.92,3.92,1.67e+05,1.55e+34,*
948,J1616-5109,332.226,-0.337,1.219594,1.91e-14,0.819945,1160.00,*,*,*,*,18.97,18.97,1.01e+06,4.15e+32,*
949,J1616-5208,331.524,-1.038,1.025831,2.89e-14,0.974820,488.00,*,*,*,*,7.38,7.38,5.62e+05,1.06e+33,*
950,J1617-4216,338.524,5.924,3.428466,1.81e-14,0.291676,163.60,*,*,*,*,6.28,6.28,3.00e+06,1.78e+31,*
951,J1617-4608,335.842,3.139,0.567080,1.65e-14,1.763419,321.50,*,*,*,*,10.59,10.59,5.46e+05,3.56e+33,*
952,J1617-5055,332.499,-0.275,0.069357,1.35e-13,14.418187,467.00,*,*,*,*,6.46,6.46,8.13e+03,1.60e+37,*
953,J1618-39,340.775,7.887,0.011987,*,83.421531,117.50,ELL1,22.8000,10.2400,He[eb01b],4.76,4.76,*,*,*
954,J1618-4723,335.037,2.184,0.203553,1.99e-15,4.912728,134.70,*,*,*,*,3.42,3.42,1.62e+06,9.33e+33,*
955,J1619-42,338.927,5.880,1.023152,*,0.977372,172.00,*,*,*,*,6.90,6.90,*,*,*
956,J1620-4927,333.888,0.408,0.171935,1.05e-14,5.816163,*,*,*,*,*,*,*,2.60e+05,8.15e+34,*
957,J1620-5414,330.467,-2.943,1.156360,6.74e-17,0.864782,71.00,*,*,*,*,1.73,1.73,2.72e+08,1.72e+30,*
958,J1621-5039,333.084,-0.490,1.084020,1.30e-14,0.922492,261.00,*,*,*,*,4.88,4.88,1.32e+06,4.04e+32,*
959,J1621-5243,331.718,-2.045,0.371924,7.68e-16,2.688720,363.00,*,*,*,*,7.76,7.76,7.67e+06,5.89e+32,*
960,J1622-3751,342.322,8.419,0.731463,2.57e-15,1.367124,153.80,*,*,*,*,11.55,11.55,4.51e+06,2.59e+32,*
961,J1622-4332,338.332,4.339,0.916938,1.56e-15,1.090587,230.68,*,*,*,*,8.32,8.32,9.28e+06,8.01e+31,*
962,J1622-4347,338.122,4.198,0.457681,5.05e-15,2.184926,177.00,*,*,*,*,5.37,5.37,1.44e+06,2.08e+33,*
963,J1622-4802,335.139,1.170,0.265072,3.07e-16,3.772557,364.30,*,*,*,*,6.00,6.00,1.37e+07,6.51e+32,*
964,J1622-4845,334.534,0.732,0.735092,1.10e-16,1.360375,292.00,*,*,*,*,5.24,5.24,1.06e+08,1.09e+31,*
965,J1622-4944,333.911,-0.013,1.072968,1.71e-14,0.931994,755.00,*,*,*,*,8.55,8.55,9.95e+05,5.46e+32,*
966,J1622-4950,333.849,-0.102,4.326100,1.70e-11,0.231155,820.00,*,*,*,*,9.14,9.14,4.03e+03,8.29e+33,*
967,J1622-6617,321.978,-11.560,0.023623,5.88e-20,42.330829,88.02,ELL1,1.6406,0.9794,He(?)[kjb+12],4.66,4.66,6.36e+09,1.76e+32,6.708
968,J1623-0841,5.774,27.367,0.503015,1.96e-15,1.988012,60.42,*,*,*,*,3.83,3.83,4.07e+06,6.07e+32,*
969,B1620-09,5.297,27.178,1.276446,2.58e-15,0.783425,68.18,*,*,*,*,3.86,3.86,7.84e+06,4.90e+31,*
970,B1620-26,350.976,15.960,0.011076,6.71e-19,90.287332,62.86,BT,191.4428,64.8095,HeT[tacl99],1.80,3.77,2.62e+08,1.95e+34,28.365
971,B1620-42,338.890,4.620,0.364590,1.02e-15,2.742804,295.00,*,*,*,*,21.85,21.85,5.65e+06,8.33e+32,*
972,J1623-4949,334.003,-0.214,0.725732,4.21e-14,1.377919,183.30,*,*,*,*,3.76,3.76,2.73e+05,4.35e+33,*
973,J1624-4411,338.069,3.677,0.233164,7.99e-16,4.288825,139.40,*,*,*,*,3.64,3.64,4.62e+06,2.49e+33,*
974,J1624-4613,336.616,2.265,0.871243,6.07e-17,1.147786,224.20,*,*,*,*,5.14,5.14,2.27e+08,3.63e+30,*
975,J1624-4721,335.874,1.393,0.448723,4.15e-15,2.228545,364.00,*,*,*,*,6.11,6.11,1.71e+06,1.81e+33,*
976,J1625-4048,340.609,5.932,2.355278,4.43e-16,0.424578,145.00,*,*,*,*,5.18,5.18,8.42e+07,1.34e+30,*
977,J1625-4904,334.690,0.145,0.460339,1.68e-14,2.172310,684.80,*,*,*,*,7.94,7.94,4.35e+05,6.78e+33,*
978,J1625-4913,334.578,0.041,0.355856,6.65e-15,2.810123,720.00,*,*,*,*,8.21,8.21,8.48e+05,5.82e+33,*
979,J1626-44,338.274,3.216,0.308354,*,3.243030,269.20,*,*,*,*,7.65,7.65,*,*,*
980,J1626-4537,337.346,2.367,0.370141,8.28e-15,2.701672,237.00,*,*,*,*,5.41,5.41,7.08e+05,6.45e+33,*
981,J1626-4807,335.530,0.636,0.293928,1.75e-14,3.402192,817.00,*,*,*,*,10.25,10.25,2.66e+05,2.72e+34,*
982,J1626-6621,322.214,-11.901,0.450868,7.66e-16,2.217945,84.11,*,*,*,*,4.42,4.42,9.32e+06,3.30e+32,*
983,J1627+1419,30.030,38.319,0.490857,3.93e-16,2.037254,33.80,*,*,*,*,2.84,2.84,1.98e+07,1.31e+32,*
984,J1627-4706,336.352,1.250,0.140746,1.73e-15,7.105007,456.10,*,*,*,*,7.15,7.15,1.29e+06,2.45e+34,*
985,J1627-4845,335.137,0.150,0.612331,3.64e-15,1.633105,557.80,*,*,*,*,6.86,6.86,2.66e+06,6.26e+32,*
986,J1627-49,334.370,-0.709,0.623678,*,1.603391,594.00,*,*,*,*,7.83,7.83,*,*,*
987,J1627-51,333.459,-1.541,0.439684,*,2.274361,201.00,*,*,*,*,4.30,4.30,*,*,*
988,J1627-5547,330.074,-4.756,0.352464,7.38e-16,2.837167,166.20,*,*,*,*,5.66,5.66,7.57e+06,6.65e+32,*
989,J1627-5936,327.341,-7.438,0.354234,8.00e-18,2.822993,99.30,*,*,*,*,3.67,3.67,7.02e+08,7.11e+30,*
990,J1627+86,120.071,28.926,0.395785,*,2.526624,46.00,*,*,*,*,3.65,3.65,*,*,*
991,J1628-3205,347.428,11.482,0.003210,*,311.526480,42.10,BT,0.2100,*,MS[lht14],1.54,1.54,*,*,*
992,J1628-4804,335.766,0.461,0.865971,1.24e-15,1.154773,952.00,*,*,*,*,11.21,11.21,1.10e+07,7.57e+31,*
993,J1628-4828,335.488,0.180,4.137539,1.75e-14,0.241690,1209.00,*,*,*,*,14.29,14.29,3.74e+06,9.77e+30,*
994,J1629-3636,344.280,8.198,2.988193,7.00e-15,0.334650,101.00,*,*,*,*,3.74,3.74,6.76e+06,1.04e+31,*
995,J1629+43,69.059,43.593,0.181173,*,5.519589,7.30,*,*,*,*,0.40,0.40,*,*,*
996,J1629-6902,320.371,-13.926,0.006001,1.00e-20,166.649906,29.49,*,*,*,*,1.36,1.36,9.51e+09,1.83e+33,*
997,J1630+37,59.441,43.294,0.003320,*,301.204819,14.10,BT,12.5000,*,He[rap+12],0.85,0.85,*,*,*
998,J1630-4719,336.497,0.787,0.559071,1.42e-14,1.788681,489.60,*,*,*,*,6.70,6.70,6.25e+05,3.20e+33,*
999,B1626-47,336.403,0.562,0.575971,2.23e-14,1.736197,498.00,*,*,*,*,6.53,6.53,4.09e+05,4.60e+33,*
1000,J1631-1612,0.577,21.193,0.677684,1.10e-15,1.475614,33.77,*,*,*,*,1.85,1.85,9.80e+06,1.39e+32,*
1001,J1631-4155,340.596,4.332,0.551241,8.81e-18,1.814088,235.00,*,*,*,*,8.51,8.51,9.91e+08,2.08e+30,*
1002,J1632-1013,5.910,24.636,0.717637,6.60e-17,1.393462,89.90,*,*,*,*,4.22,4.22,1.72e+08,7.05e+30,*
1003,J1632-4509,338.343,2.002,1.046810,1.49e-14,0.955283,412.00,*,*,*,*,9.13,9.13,1.11e+06,5.12e+32,*
1004,J1632-4621,337.527,1.100,1.709154,7.60e-14,0.585085,562.90,*,*,*,*,8.42,8.42,3.56e+05,6.01e+32,*
1005,J1632-4757,336.296,0.080,0.228564,1.51e-14,4.375140,578.00,*,*,*,*,6.96,6.96,2.40e+05,4.98e+34,*
1006,J1632-4818,336.080,-0.209,0.813453,6.50e-13,1.229328,758.00,*,*,*,*,8.54,8.54,1.98e+04,4.77e+34,*
1007,J1633-2009,357.631,18.331,0.935557,1.07e-15,1.068882,48.19,*,*,*,*,2.76,2.76,1.39e+07,5.16e+31,*
1008,B1630-44,338.725,1.982,0.436507,6.20e-15,2.290916,474.10,*,*,*,*,11.93,11.93,1.12e+06,2.94e+33,*
1009,J1633-4805,336.290,-0.110,0.710830,7.69e-14,1.406806,1120.00,*,*,*,*,11.90,11.90,1.46e+05,8.45e+33,*
1010,B1629-50,334.699,-1.569,0.352142,3.79e-15,2.839760,398.41,*,*,*,*,7.02,7.02,1.47e+06,3.42e+33,*
1011,J1634-49,335.145,-1.484,0.684936,*,1.459989,649.00,*,*,*,*,14.39,14.39,*,*,*
1012,J1634-5107,334.171,-2.290,0.507356,1.57e-15,1.971003,372.80,*,*,*,*,9.30,9.30,5.11e+06,4.76e+32,*
1013,J1634-5640,330.090,-6.066,0.224201,4.10e-17,4.460280,148.00,*,*,*,*,5.71,5.71,8.66e+07,1.44e+32,*
1014,J1635-1511,2.058,21.078,1.179387,2.32e-16,0.847898,54.00,*,*,*,*,4.89,4.89,8.05e+07,5.58e+30,*
1015,B1633+24,42.993,39.889,0.490507,1.19e-16,2.038709,24.32,*,*,*,*,2.27,2.27,6.51e+07,3.99e+31,*
1016,J1635-26,353.051,14.076,0.510500,*,1.958864,100.00,*,*,*,*,7.23,7.23,*,*,*
1017,J1635-4513,338.731,1.475,1.594746,3.60e-15,0.627059,416.00,*,*,*,*,6.96,6.96,7.02e+06,3.50e+31,*
1018,J1635-4735,336.976,-0.111,2.594578,*,0.385419,*,*,*,*,*,*,*,*,*,*
1019,J1635-4944,335.391,-1.570,0.671964,8.79e-15,1.488175,474.00,*,*,*,*,8.85,8.85,1.21e+06,1.14e+33,*
1020,B1630-59,327.747,-8.313,0.529121,1.37e-15,1.889926,134.90,*,*,*,*,7.26,7.26,6.13e+06,3.65e+32,*
1021,J1636-4440,339.180,1.799,0.206649,4.67e-14,4.839135,449.00,*,*,*,*,9.33,9.33,7.01e+04,2.09e+35,*
1022,J1636-4803,336.700,-0.515,1.204644,2.07e-14,0.830121,503.00,*,*,*,*,6.53,6.53,9.22e+05,4.68e+32,*
1023,J1636-4933,335.641,-1.561,0.430367,1.51e-15,2.323601,542.70,*,*,*,*,11.16,11.16,4.53e+06,7.46e+32,*
1024,J1637-4335,340.182,2.300,0.771367,3.62e-15,1.296401,608.00,*,*,*,*,30.00,30.00,3.38e+06,3.11e+32,*
1025,J1637-4450,339.248,1.475,0.252870,5.75e-16,3.954604,470.70,*,*,*,*,8.20,8.20,6.96e+06,1.41e+33,*
1026,B1634-45,338.478,0.761,0.118771,3.19e-15,8.419536,193.23,*,*,*,*,3.83,3.83,5.90e+05,7.51e+34,*
1027,J1637-46,338.192,0.592,0.493091,*,2.028023,660.40,*,*,*,*,8.16,8.16,*,*,*
1028,J1637-4642,337.788,0.312,0.154027,5.92e-14,6.492350,417.00,*,*,*,*,5.77,5.77,4.12e+04,6.40e+35,*
1029,J1637-4721,337.304,-0.117,1.165741,4.44e-15,0.857823,448.00,*,*,*,*,5.94,5.94,4.16e+06,1.11e+32,*
1030,J1637-4816,336.710,-0.831,0.837365,5.83e-15,1.194222,738.00,*,*,*,*,10.01,10.01,2.27e+06,3.92e+32,*
1031,J1638-3815,344.264,5.764,0.698261,7.70e-17,1.432130,238.00,*,*,*,*,17.54,17.54,1.44e+08,8.93e+30,*
1032,J1638-3951,343.005,4.744,0.771130,5.90e-16,1.296798,249.00,*,*,*,*,10.96,10.96,2.07e+07,5.08e+31,*
